41.90736166	-87.58454824	9.5	 03/06/2011 19:31:59 	2.8	34.5
41.9073885	-87.58453028	9.6	 03/06/2011 19:32:00 	2.8	25.6
41.90740863	-87.58451231	9.4	 03/06/2011 19:32:01 	2.8	33.8
41.90742876	-87.58449435	9.6	 03/06/2011 19:32:02 	2.5	30.6
41.90744889	-87.58447638	9.4	 03/06/2011 19:32:03 	2.8	28.2
41.90747573	-87.58445841	9.3	 03/06/2011 19:32:04 	3	30.3
41.90749586	-87.58444045	9.3	 03/06/2011 19:32:05 	2.9	27.2
41.9075227	-87.58442248	9.3	 03/06/2011 19:32:06 	3	28.2
41.90754283	-87.5844135	9.5	 03/06/2011 19:32:07 	2.7	24.7
41.90756297	-87.58439553	9.5	 03/06/2011 19:32:08 	2.8	26.3
41.90758981	-87.58437757	9.5	 03/06/2011 19:32:09 	3	25.7
41.90761665	-87.5843596	9.7	 03/06/2011 19:32:10 	3.2	28.6
41.90764349	-87.58434164	9.7	 03/06/2011 19:32:11 	3.2	27.2
41.90766362	-87.58432367	9.5	 03/06/2011 19:32:12 	3.2	30.9
41.90769046	-87.58430571	9.5	 03/06/2011 19:32:13 	2.9	28.7
41.90771059	-87.58428774	9.5	 03/06/2011 19:32:14 	2.7	28
41.90773072	-87.58427876	9.6	 03/06/2011 19:32:15 	2.7	31
41.90775756	-87.58426079	9.7	 03/06/2011 19:32:16 	2.9	26.6
41.9077844	-87.58423384	9.5	 03/06/2011 19:32:17 	3.3	28.1
41.90780453	-87.58421588	9.7	 03/06/2011 19:32:18 	3.2	35.7
41.90783138	-87.58419791	9.6	 03/06/2011 19:32:19 	3.3	30.1
41.90785822	-87.58417995	9.4	 03/06/2011 19:32:20 	3.3	37.3
41.90787835	-87.58416198	9.7	 03/06/2011 19:32:21 	2.8	31.6
41.90789848	-87.58413503	9.7	 03/06/2011 19:32:22 	2.7	34.7
41.90791861	-87.58411707	9.8	 03/06/2011 19:32:23 	2.9	29.1
41.90793874	-87.5840991	9.5	 03/06/2011 19:32:24 	2.7	33
41.90795887	-87.58409012	9.8	 03/06/2011 19:32:25 	2.5	29.5
41.90798571	-87.58406317	9.7	 03/06/2011 19:32:26 	2.9	30.3
41.90800584	-87.58404521	9.9	 03/06/2011 19:32:27 	3	35.4
41.90803268	-87.58402724	9.6	 03/06/2011 19:32:28 	3.1	35.1
41.90805281	-87.58400029	9.7	 03/06/2011 19:32:29 	3.2	33.9
41.90807294	-87.58398233	9.6	 03/06/2011 19:32:30 	3	32.4
41.90809979	-87.58396436	9.6	 03/06/2011 19:32:31 	2.7	33.4
41.90811992	-87.58394639	9.9	 03/06/2011 19:32:32 	2.7	28
41.90814005	-87.58392843	9.6	 03/06/2011 19:32:33 	2.9	33.3
41.90816689	-87.58391046	9.7	 03/06/2011 19:32:34 	3.1	28.4
41.90818702	-87.58388352	9.7	 03/06/2011 19:32:35 	3.2	29.2
41.90821386	-87.58386555	9.6	 03/06/2011 19:32:36 	3.1	35.1
41.90823399	-87.58384758	9.5	 03/06/2011 19:32:37 	3	42.6
41.90825412	-87.58382064	9.6	 03/06/2011 19:32:38 	2.8	49.1
