41.83472143	-87.56968171	8.9	 03/06/2011 15:51:58 	2.8	155.4
41.83470128	-87.56967273	8.8	 03/06/2011 15:51:59 	2.7	153.7
41.83467441	-87.56965476	8.9	 03/06/2011 15:52:00 	2.6	153
41.83465425	-87.56964578	8.7	 03/06/2011 15:52:01 	2.7	152.2
41.8346341	-87.56962781	8.9	 03/06/2011 15:52:02 	2.4	156.7
41.83461394	-87.56961883	8.9	 03/06/2011 15:52:03 	2.7	151.3
41.83459379	-87.56960086	8.8	 03/06/2011 15:52:04 	2.7	158.6
41.83457364	-87.5695829	8.8	 03/06/2011 15:52:05 	2.4	154.4
41.83455348	-87.56957392	8.9	 03/06/2011 15:52:06 	2.6	153
41.83452661	-87.56955595	9.1	 03/06/2011 15:52:07 	2.6	155
41.83450646	-87.56954697	8.8	 03/06/2011 15:52:08 	2.7	154.2
41.8344863	-87.569529	8.8	 03/06/2011 15:52:09 	2.5	151.2
41.83446615	-87.56951104	8.9	 03/06/2011 15:52:10 	2.5	154.8
41.83444599	-87.56950205	9	 03/06/2011 15:52:11 	2.6	154.1
41.83441912	-87.56948409	9	 03/06/2011 15:52:12 	2.8	155.5
41.83439897	-87.5694751	8.8	 03/06/2011 15:52:13 	2.7	153.2
41.83437881	-87.56945714	8.8	 03/06/2011 15:52:14 	2.7	156.8
41.83435194	-87.56944816	8.9	 03/06/2011 15:52:15 	2.6	154.1
